ticker,label,f5,f10,f20,peak,now,r20_at,dist_high_at
ASTS,late_chase,20.634228676912713,26.888793575655146,72.68741435327364,94.49071422526971,34.53163400268271,-27.82406701056479,-30.857836252242876
ASX,extended,2.5119622819510745,-7.625596117769662,19.348090569404054,21.411483676597154,6.220101424864777,50.698503027905126,0.0
ASYS,noise,-13.070054662978592,,,3.1969924331975097,-7.334279923447795,22.171169696623117,-6.792284214675515
ATH.TO,noise,-9.463728186580811,-9.463728186580811,,0.0,-7.018929983459621,17.407408159619653,0.0
AUR,late_chase,15.54332380424228,-2.0632750448551618,-5.914715673545601,15.54332380424228,-13.892706391946374,71.8676110672664,0.0
AVAV,noise,12.840508720758592,26.51684045203877,,32.73278462028979,14.338774016036272,-18.105760902823953,-23.12232290327467
AVEX,avoid_wait,1.3428438768305906,12.12756776710464,-4.028531630491738,69.86991049868563,-3.441039435373583,,-33.787166400817924
AVGO,avoid_wait,2.8643439797794157,1.0108022701267982,15.623050978203779,15.623050978203779,-4.777909699035865,32.461918297172865,-1.4807478524507367
AVL,avoid_wait,,,,0.0,-11.203982373018507,-7.180591213829324,-26.090959267979265
AXON,noise,,,,0.0,-3.0980000226000337,13.87476362442641,-5.276698450061479
AXP,noise,0.06783436665254161,1.7796615181413955,,2.2156959380205565,0.8688358155993336,-5.910779903767516,-6.996097618482966
