ticker,cap,sector,date,verdict,score,regime,n_eff,inflation_gap,agreement_pct,tier,onset,actual_rr,size,atr,outcome,days_held,r_earned,fam_ma,fam_break,fam_squeeze,fam_mosc,combo,fwd_5d
NKE,large,Consumer Cyclical,2025-01-15,SHORT,-0.6747,neutral,1.97,-0.4503,38.7,AVOID,False,1.5,0.0,1.6456,LOSS,4,-0.0,S,N,N,L,SNNL,4.5307
NKE,large,Consumer Cyclical,2025-01-23,SHORT,-0.4152,neutral,2.0,-0.4012,30.6,AVOID,False,1.5,0.0,1.6181,LOSS,5,-0.0,S,N,N,S,SNNS,5.4382
NKE,large,Consumer Cyclical,2025-01-30,LONG,0.2494,neutral,2.07,-0.3667,25.8,WATCH,True,1.5,0.5,1.7177,LOSS,2,-0.5,L,L,N,S,LLNS,-8.4131
NKE,large,Consumer Cyclical,2025-02-06,SHORT,-0.2661,ranging,2.01,-0.3911,24.2,AVOID,True,1.6666666666666667,0.0,2.0327,LOSS,7,-0.0,S,N,N,N,SNNN,2.0491
NKE,large,Consumer Cyclical,2025-02-13,SHORT,-0.3554,ranging,1.95,-0.4519,22.6,AVOID,False,1.6666666666666667,0.0,2.0459,LOSS,2,-0.0,S,N,N,L,SNNL,4.4939
NKE,large,Consumer Cyclical,2025-02-21,LONG,0.2774,ranging,2.18,-0.4129,22.6,WATCH,True,1.6666666666666667,0.5,2.0269,WIN,2,0.8333,L,S,N,S,LSNS,3.8301
NKE,large,Consumer Cyclical,2025-02-28,LONG,0.3873,neutral,2.23,-0.4678,22.6,BULLISH_SETUP,False,1.5,1.0,2.0896,LOSS,7,-1.0,L,N,N,S,LNNS,-0.5568
NKE,large,Consumer Cyclical,2025-03-07,LONG,0.5329,neutral,2.03,-0.5084,25.8,BULLISH_SETUP,False,1.5,1.0,2.0559,LOSS,2,-1.0,L,N,N,N,LNNN,-8.8179
NKE,large,Consumer Cyclical,2025-03-14,SHORT,-0.552,ranging,1.97,-0.5018,27.4,AVOID,True,1.6666666666666667,0.0,2.1596,WIN,5,0.0,S,N,N,L,SNNL,-5.1912
NKE,large,Consumer Cyclical,2025-03-21,SHORT,-0.5961,gap_down_continuation,1.61,-0.3787,41.9,AVOID,False,1.6666666666666667,0.0,2.3546,WIN,9,0.0,S,S,N,L,SSNL,-6.8443
NKE,large,Consumer Cyclical,2025-03-28,SHORT,-0.8718,trending,1.73,-0.4682,46.8,AVOID,False,2.0,0.0,2.2402,WIN,5,0.0,S,S,N,L,SSNL,-9.5434
NKE,large,Consumer Cyclical,2025-04-04,SHORT,-0.7782,gap_down_continuation,1.57,-0.4375,45.2,AVOID,False,1.6666666666666667,0.0,2.8692,OPEN,20,0.0,S,N,N,L,SNNL,-4.9956
NKE,large,Consumer Cyclical,2025-04-11,SHORT,-0.7078,trending,1.77,-0.4023,45.2,AVOID,False,2.0,0.0,3.5547,LOSS,20,-0.0,S,S,S,L,SSSL,3.1807
NKE,large,Consumer Cyclical,2025-04-21,SHORT,-0.4825,trending,1.56,-0.4025,33.9,AVOID,False,2.0,0.0,3.1044,LOSS,15,-0.0,S,N,N,L,SNNL,2.1205
NKE,large,Consumer Cyclical,2025-04-28,SHORT,-0.3815,trending,1.69,-0.3521,33.9,AVOID,False,2.0,0.0,2.6843,LOSS,10,-0.0,S,N,S,S,SNSS,0.0698
NKE,large,Consumer Cyclical,2025-05-05,SHORT,-0.5127,trending,1.64,-0.4499,30.6,AVOID,False,2.0,0.0,2.3295,LOSS,5,-0.0,S,N,N,S,SNNS,9.1194
NKE,large,Consumer Cyclical,2025-05-12,LONG,0.1969,neutral,2.27,-0.2759,32.3,WATCH,True,1.5,0.5,2.2907,OPEN,20,0.0,S,L,L,S,SLLS,-0.799
NKE,large,Consumer Cyclical,2025-05-19,LONG,0.1873,neutral,2.52,-0.3679,22.6,WATCH,False,1.5,0.5,2.012,OPEN,20,0.0,N,S,L,S,NSLS,1.2081
NKE,large,Consumer Cyclical,2025-05-27,LONG,0.2417,ranging,2.08,-0.4112,21.0,WATCH,False,1.6666666666666667,0.5,2.004,LOSS,17,-0.5,S,L,N,S,SLNS,-0.0725
NKE,large,Consumer Cyclical,2025-06-03,WAIT,0.0043,ranging,2.02,-0.3248,17.7,WAIT,False,0.0,0.0,1.9082,OPEN,20,0.0,S,N,N,N,SNNN,2.405
NKE,large,Consumer Cyclical,2025-06-10,LONG,0.4542,ranging,2.41,-0.4529,27.4,WATCH,True,1.6666666666666667,0.5,1.7552,LOSS,3,-0.5,N,N,L,S,NNLS,-6.0592
NKE,large,Consumer Cyclical,2025-06-17,WAIT,-0.0995,ranging,2.16,-0.3239,22.6,WAIT,False,0.0,0.0,1.8263,OPEN,20,0.0,S,N,S,L,SNSL,1.3833
NKE,large,Consumer Cyclical,2025-06-25,SHORT,-0.3037,ranging,2.16,-0.4583,19.4,AVOID,True,1.6666666666666667,0.0,1.6536,LOSS,2,-0.0,S,N,N,L,SNNL,25.5795
NKE,large,Consumer Cyclical,2025-07-02,LONG,0.6279,trending,2.04,-0.443,37.1,BULLISH_SETUP,True,2.0,1.0,2.4616,LOSS,7,-1.0,L,L,L,S,LLLS,-2.3171
NKE,large,Consumer Cyclical,2025-07-10,LONG,0.7563,trending,1.9,-0.5395,33.9,BULLISH_SETUP,False,2.0,1.0,2.313,OPEN,20,0.0,L,L,N,S,LLNS,-2.1978
NKE,large,Consumer Cyclical,2025-07-17,LONG,0.4552,trending,1.69,-0.4211,30.6,WATCH,False,2.0,0.5,2.0606,OPEN,20,0.0,L,N,L,N,LNLN,3.3434
NKE,large,Consumer Cyclical,2025-07-24,LONG,0.5417,trending,1.6,-0.4967,27.4,WATCH,False,2.0,0.5,1.9694,OPEN,20,0.0,L,N,N,N,LNNN,-0.9679
NKE,large,Consumer Cyclical,2025-07-31,WAIT,0.0603,trending,1.65,-0.3366,19.4,WAIT,False,0.0,0.0,2.0404,OPEN,20,0.0,L,N,N,L,LNNL,-0.4552
NKE,large,Consumer Cyclical,2025-08-07,WAIT,-0.0032,trending,1.79,-0.2919,21.0,WAIT,False,0.0,0.0,1.9452,OPEN,20,0.0,N,S,N,L,NSNL,2.7438
NKE,large,Consumer Cyclical,2025-08-14,LONG,0.4965,trending,2.08,-0.4579,29.0,BULLISH_SETUP,True,2.0,1.0,1.9315,LOSS,20,-1.0,L,N,L,L,LNLL,-0.2749
NKE,large,Consumer Cyclical,2025-08-21,LONG,0.2277,trending,2.4,-0.3558,25.8,WATCH,False,2.0,0.5,1.7766,LOSS,15,-0.5,L,N,N,L,LNNL,2.2841
NKE,large,Consumer Cyclical,2025-08-28,LONG,0.4082,trending,2.02,-0.3654,33.9,BULLISH_SETUP,False,2.0,1.0,1.7305,LOSS,3,-1.0,L,N,S,N,LNSN,-4.6534
NKE,large,Consumer Cyclical,2025-09-05,SHORT,-0.2066,trending,2.1,-0.3453,25.8,AVOID,True,2.0,0.0,1.7474,OPEN,20,0.0,N,N,S,L,NNSL,-1.2312
NKE,large,Consumer Cyclical,2025-09-12,SHORT,-0.512,ranging,1.76,-0.4657,29.0,AVOID,False,1.6666666666666667,0.0,1.7302,WIN,10,0.0,S,N,N,L,SNNL,-2.8904
NKE,large,Consumer Cyclical,2025-09-19,SHORT,-0.6513,ranging,1.97,-0.4869,33.9,AVOID,False,1.6666666666666667,0.0,1.6357,LOSS,8,-0.0,S,S,N,L,SSNL,-2.2288
NKE,large,Consumer Cyclical,2025-09-26,SHORT,-0.5742,neutral,2.0,-0.4484,33.9,AVOID,False,1.5,0.0,1.6353,LOSS,3,-0.0,S,N,N,L,SNNL,3.7801
NKE,large,Consumer Cyclical,2025-10-03,WAIT,-0.0572,neutral,2.18,-0.3996,12.9,WAIT,False,0.0,0.0,1.9693,OPEN,20,0.0,L,N,N,S,LNNS,-9.3285
NKE,large,Consumer Cyclical,2025-10-10,SHORT,-0.4879,neutral,2.05,-0.373,37.1,AVOID,True,1.5,0.0,1.9941,LOSS,3,-0.0,S,S,S,L,SSSL,3.2965
NKE,large,Consumer Cyclical,2025-10-17,SHORT,-0.6032,neutral,1.95,-0.5113,29.0,AVOID,False,1.5,0.0,1.9795,WIN,12,0.0,S,N,N,N,SNNN,2.5828
NKE,large,Consumer Cyclical,2025-10-24,SHORT,-0.1843,ranging,1.78,-0.4147,17.7,AVOID,False,1.6666666666666667,0.0,1.7546,WIN,4,0.0,N,N,N,S,NNNS,-6.5403
NKE,large,Consumer Cyclical,2025-10-31,SHORT,-0.7086,neutral,2.03,-0.4511,40.3,AVOID,False,1.5,0.0,1.724,OPEN,20,0.0,S,N,S,L,SNSL,-5.4188
NKE,large,Consumer Cyclical,2025-11-07,SHORT,-0.7548,trending,2.03,-0.5225,35.5,AVOID,False,2.0,0.0,1.7107,LOSS,3,-0.0,S,S,N,L,SSNL,5.0417
NKE,large,Consumer Cyclical,2025-11-14,SHORT,-0.2466,trending,1.79,-0.333,29.0,AVOID,False,2.0,0.0,1.8367,LOSS,18,-0.0,S,S,N,S,SSNS,-2.1349
NKE,large,Consumer Cyclical,2025-11-21,SHORT,-0.5977,trending,1.7,-0.444,35.5,AVOID,False,2.0,0.0,1.8101,LOSS,7,-0.0,S,N,S,S,SNSS,4.7889
NKE,large,Consumer Cyclical,2025-12-01,SHORT,-0.1537,neutral,2.64,-0.3672,21.0,AVOID,False,1.5,0.0,1.7713,LOSS,9,-0.0,S,N,L,S,SNLS,-2.8292
NKE,large,Consumer Cyclical,2025-12-08,WAIT,-0.0152,ranging,2.48,-0.3624,14.5,WAIT,False,0.0,0.0,1.6934,OPEN,20,0.0,S,N,N,S,SNNS,6.673
NKE,large,Consumer Cyclical,2025-12-15,LONG,0.5456,neutral,2.45,-0.4663,30.6,BULLISH_SETUP,True,1.5,1.0,1.7648,LOSS,4,-1.0,L,L,L,S,LLLS,-15.5798
NKE,large,Consumer Cyclical,2025-12-22,SHORT,-0.4939,neutral,1.88,-0.3437,40.3,AVOID,True,1.5,0.0,2.0965,LOSS,4,-0.0,S,S,N,L,SSNL,6.9381
NKE,large,Consumer Cyclical,2025-12-30,SHORT,-0.7315,neutral,2.05,-0.5271,33.9,AVOID,False,1.5,0.0,1.854,LOSS,3,-0.0,S,N,S,N,SNSN,3.3175
NKE,large,Consumer Cyclical,2026-01-07,SHORT,-0.2049,ranging,1.83,-0.4089,19.4,AVOID,False,1.6666666666666667,0.0,1.9551,LOSS,2,-0.0,N,S,N,S,NSNS,3.7172
NKE,large,Consumer Cyclical,2026-01-14,WAIT,0.0607,ranging,1.89,-0.3368,19.4,WAIT,False,0.0,0.0,2.0498,OPEN,20,0.0,L,N,N,S,LNNS,-0.1678
NKE,large,Consumer Cyclical,2026-01-22,LONG,0.514,ranging,1.61,-0.5151,24.2,WATCH,True,1.6666666666666667,0.5,1.8516,LOSS,4,-0.5,N,N,N,S,NNNS,-4.3691
NKE,large,Consumer Cyclical,2026-01-29,SHORT,-0.5165,ranging,2.19,-0.5486,21.0,AVOID,True,1.6666666666666667,0.0,1.7107,LOSS,13,-0.0,S,N,N,N,SNNN,0.1598
NKE,large,Consumer Cyclical,2026-02-05,SHORT,-0.714,ranging,2.6,-0.6312,22.6,AVOID,False,1.6666666666666667,0.0,1.8733,LOSS,8,-0.0,S,N,S,L,SNSL,-2.5518
NKE,large,Consumer Cyclical,2026-02-12,SHORT,-0.7177,ranging,2.07,-0.504,35.5,AVOID,False,1.6666666666666667,0.0,1.8599,LOSS,2,-0.0,S,N,S,L,SNSL,7.0377
NKE,large,Consumer Cyclical,2026-02-20,LONG,0.2512,ranging,2.54,-0.4159,21.0,WATCH,True,1.6666666666666667,0.5,2.0874,LOSS,1,-0.5,L,S,L,S,LSLS,-4.9236
NKE,large,Consumer Cyclical,2026-02-27,SHORT,-0.5009,ranging,2.88,-0.444,30.6,AVOID,True,1.6666666666666667,0.0,2.072,WIN,6,0.0,S,S,S,S,SSSS,-7.706
NKE,large,Consumer Cyclical,2026-03-06,SHORT,-0.6149,ranging,2.05,-0.3881,41.9,AVOID,False,1.6666666666666667,0.0,1.9367,WIN,14,0.0,S,S,S,L,SSSL,-5.3149
NKE,large,Consumer Cyclical,2026-03-13,SHORT,-0.6497,neutral,1.94,-0.4378,38.7,AVOID,False,1.5,0.0,1.8273,WIN,13,0.0,S,S,N,L,SSNL,-2.9826
NKE,large,Consumer Cyclical,2026-03-20,SHORT,-0.7649,trending,1.72,-0.4631,41.9,AVOID,False,2.0,0.0,1.6525,WIN,8,0.0,S,S,N,L,SSNL,-1.9095
NKE,large,Consumer Cyclical,2026-03-27,SHORT,-0.8323,trending,1.69,-0.4161,50.0,AVOID,False,2.0,0.0,1.5868,WIN,3,0.0,S,S,S,L,SSSL,-14.2885
NKE,large,Consumer Cyclical,2026-04-06,SHORT,-0.6173,trending,1.74,-0.357,45.2,AVOID,False,2.0,0.0,1.925,OPEN,20,0.0,S,S,S,L,SSSL,-2.5437
NKE,large,Consumer Cyclical,2026-04-13,SHORT,-0.8316,trending,1.72,-0.4965,41.9,AVOID,False,2.0,0.0,1.7679,LOSS,3,-0.0,S,S,N,L,SSNL,8.3197
NKE,large,Consumer Cyclical,2026-04-20,SHORT,-0.327,trending,1.49,-0.2925,37.1,AVOID,False,2.0,0.0,1.5904,OPEN,20,0.0,S,N,N,S,SNNS,-2.883
NKE,large,Consumer Cyclical,2026-04-27,SHORT,-0.4375,trending,1.47,-0.3639,35.5,AVOID,False,2.0,0.0,1.4468,OPEN,20,0.0,S,N,N,S,SNNS,-4.5414
NKE,large,Consumer Cyclical,2026-05-04,SHORT,-0.7506,trending,1.78,-0.5204,35.5,AVOID,False,2.0,0.0,1.3273,LOSS,16,-0.0,S,N,N,N,SNNN,-1.6245
XOM,large,Energy,2024-12-20,SHORT,-0.5214,trending,2.23,-0.4059,35.5,AVOID,True,2.0,0.0,1.8749,LOSS,10,-0.0,S,N,S,L,SNSL,-0.1039
XOM,large,Energy,2024-12-30,SHORT,-0.6065,trending,2.19,-0.4645,33.9,AVOID,False,2.0,0.0,1.7358,LOSS,4,-0.0,S,S,S,L,SSSL,2.8272
XOM,large,Energy,2025-01-07,SHORT,-0.2578,trending,1.82,-0.3709,25.8,AVOID,False,2.0,0.0,1.7914,LOSS,7,-0.0,N,N,N,S,NNNS,2.5379
XOM,large,Energy,2025-01-15,WAIT,-0.0034,neutral,2.21,-0.2598,24.2,WAIT,False,0.0,0.0,2.0669,OPEN,20,0.0,N,N,L,S,NNLS,-1.2196
XOM,large,Energy,2025-01-23,WAIT,0.0205,neutral,2.48,-0.349,16.1,WAIT,False,0.0,0.0,1.9123,OPEN,20,0.0,L,N,L,S,LNLS,-0.5266
XOM,large,Energy,2025-01-30,SHORT,-0.3964,ranging,2.41,-0.4724,22.6,AVOID,True,1.6666666666666667,0.0,1.892,LOSS,13,-0.0,S,N,S,S,SNSS,-1.0404
XOM,large,Energy,2025-02-06,SHORT,-0.5317,ranging,1.84,-0.4756,29.0,AVOID,False,1.6666666666666667,0.0,2.1242,LOSS,3,-0.0,S,S,N,S,SSNS,0.6153
XOM,large,Energy,2025-02-13,SHORT,-0.2859,ranging,2.14,-0.4978,14.5,AVOID,False,1.6666666666666667,0.0,2.1058,LOSS,3,-0.0,N,N,N,S,NNNS,2.3675
XOM,large,Energy,2025-02-21,LONG,0.3613,ranging,2.98,-0.4871,19.4,WATCH,True,1.6666666666666667,0.5,2.0919,LOSS,6,-0.5,L,N,L,S,LNLS,0.5782
XOM,large,Energy,2025-02-28,LONG,0.4951,ranging,2.53,-0.5056,24.2,WATCH,False,1.6666666666666667,0.5,2.0621,LOSS,1,-0.5,N,L,L,S,NLLS,-2.0749
XOM,large,Energy,2025-03-07,WAIT,0.0508,ranging,2.35,-0.4125,11.3,WAIT,False,0.0,0.0,2.536,OPEN,20,0.0,S,N,N,L,SNNL,2.6417
XOM,large,Energy,2025-03-14,LONG,0.4745,ranging,2.9,-0.4953,24.2,WATCH,True,1.6666666666666667,0.5,2.6833,WIN,8,0.8333,L,N,L,S,LNLS,3.2172
XOM,large,Energy,2025-03-21,LONG,0.4958,ranging,2.43,-0.4253,32.3,WATCH,False,1.6666666666666667,0.5,2.4873,LOSS,10,-0.5,L,S,L,S,LSLS,1.9307
XOM,large,Energy,2025-03-28,LONG,0.5071,neutral,2.25,-0.4148,33.9,BULLISH_SETUP,False,1.5,1.0,2.2422,LOSS,4,-1.0,L,N,L,S,LNLS,-11.3735
XOM,large,Energy,2025-04-04,SHORT,-0.4449,gap_down_continuation,1.71,-0.3515,37.1,AVOID,True,1.6666666666666667,0.0,2.8149,LOSS,11,-0.0,S,S,N,L,SSNL,-1.1501
XOM,large,Energy,2025-04-11,SHORT,-0.7669,trending,1.71,-0.5286,35.5,AVOID,False,2.0,0.0,4.0413,OPEN,20,0.0,S,N,N,L,SNNL,2.1427
XOM,large,Energy,2025-04-21,SHORT,-0.8303,trending,1.95,-0.5925,32.3,AVOID,False,2.0,0.0,3.6602,OPEN,20,0.0,S,N,S,N,SNSN,3.1134
XOM,large,Energy,2025-04-28,SHORT,-0.214,neutral,2.02,-0.3973,21.0,AVOID,False,1.5,0.0,3.1719,OPEN,20,0.0,S,N,N,S,SNNS,-4.9342
XOM,large,Energy,2025-05-05,SHORT,-0.5265,ranging,2.18,-0.4568,30.6,AVOID,False,1.6666666666666667,0.0,3.1013,LOSS,5,-0.0,S,N,N,L,SNNL,5.7035
XOM,large,Energy,2025-05-12,WAIT,-0.0251,ranging,2.3,-0.3351,17.7,WAIT,False,0.0,0.0,2.8323,OPEN,20,0.0,S,N,N,S,SNNS,-1.5659
XOM,large,Energy,2025-05-19,SHORT,-0.1919,ranging,2.27,-0.4024,19.4,AVOID,True,1.6666666666666667,0.0,2.5388,LOSS,18,-0.0,S,N,N,S,SNNS,-2.7707
XOM,large,Energy,2025-05-27,SHORT,-0.7283,ranging,2.25,-0.477,38.7,AVOID,False,1.6666666666666667,0.0,2.1884,LOSS,10,-0.0,S,N,S,N,SNSN,0.2705
XOM,large,Energy,2025-06-03,SHORT,-0.3113,ranging,2.42,-0.4298,22.6,AVOID,False,1.6666666666666667,0.0,2.0715,LOSS,5,-0.0,S,N,S,L,SNSL,3.2948
XOM,large,Energy,2025-06-10,WAIT,-0.0562,ranging,2.22,-0.3507,17.7,WAIT,False,0.0,0.0,2.1128,OPEN,20,0.0,S,N,N,S,SNNS,6.3234
XOM,large,Energy,2025-06-17,LONG,0.5574,neutral,1.93,-0.4077,37.1,BULLISH_SETUP,True,1.5,1.0,2.1858,LOSS,4,-1.0,L,L,N,S,LLNS,-4.9386
XOM,large,Energy,2025-06-25,LONG,0.5229,trending,1.84,-0.5034,25.8,BULLISH_SETUP,False,2.0,1.0,2.4288,OPEN,20,0.0,L,N,L,N,LNLN,2.473
XOM,large,Energy,2025-07-02,LONG,0.5292,neutral,2.11,-0.4904,27.4,BULLISH_SETUP,False,1.5,1.0,2.3134,OPEN,20,0.0,N,N,N,L,NNNL,3.4939
XOM,large,Energy,2025-07-10,LONG,0.7813,trending,1.57,-0.5035,38.7,WATCH,False,2.0,0.5,2.2341,LOSS,6,-0.5,L,N,N,N,LNNN,-2.8452
XOM,large,Energy,2025-07-17,LONG,0.2195,trending,1.73,-0.3839,22.6,WATCH,False,2.0,0.5,1.9852,LOSS,1,-0.5,L,N,N,L,LNNL,-0.7791
XOM,large,Energy,2025-07-24,WAIT,0.0695,neutral,2.11,-0.3896,14.5,WAIT,False,0.0,0.0,1.9992,OPEN,20,0.0,S,N,N,L,SNNL,0.7672
XOM,large,Energy,2025-07-31,LONG,0.4335,ranging,2.09,-0.5232,19.4,WATCH,True,1.6666666666666667,0.5,1.888,LOSS,2,-0.5,N,N,N,L,NNNL,-5.0967
XOM,large,Energy,2025-08-07,SHORT,-0.6525,ranging,1.76,-0.5037,32.3,AVOID,True,1.6666666666666667,0.0,2.0765,LOSS,9,-0.0,S,N,N,L,SNNL,1.3497
XOM,large,Energy,2025-08-14,SHORT,-0.707,ranging,2.25,-0.6116,24.2,AVOID,False,1.6666666666666667,0.0,1.9141,LOSS,4,-0.0,S,N,S,N,SNSN,2.6694
XOM,large,Energy,2025-08-21,LONG,0.3128,ranging,2.39,-0.4467,21.0,WATCH,True,1.6666666666666667,0.5,1.8076,WIN,6,0.8333,L,N,N,S,LNNS,3.7719
XOM,large,Energy,2025-08-28,LONG,0.6873,neutral,2.13,-0.4566,38.7,BULLISH_SETUP,False,1.5,1.0,1.7373,LOSS,5,-1.0,L,L,N,S,LLNS,-3.6348
XOM,large,Energy,2025-09-05,LONG,0.6553,neutral,2.2,-0.5535,27.4,BULLISH_SETUP,False,1.5,1.0,1.9253,WIN,7,1.5,L,N,N,N,LNNN,2.6824
XOM,large,Energy,2025-09-12,LONG,0.5511,neutral,2.32,-0.4368,33.9,BULLISH_SETUP,False,1.5,1.0,1.8982,WIN,10,1.5,L,S,L,L,LSLL,0.5884
XOM,large,Energy,2025-09-19,LONG,0.6661,neutral,2.15,-0.5105,32.3,BULLISH_SETUP,False,1.5,1.0,1.8427,OPEN,20,0.0,L,S,N,S,LSNS,3.9
XOM,large,Energy,2025-09-26,LONG,0.5461,neutral,2.11,-0.3537,41.9,BULLISH_SETUP,False,1.5,1.0,1.8895,LOSS,2,-1.0,L,L,L,S,LLLS,-3.3783
XOM,large,Energy,2025-10-03,LONG,0.612,ranging,2.26,-0.5802,22.6,WATCH,False,1.6666666666666667,0.5,2.0261,OPEN,20,0.0,L,N,N,L,LNNL,-2.2338
XOM,large,Energy,2025-10-10,SHORT,-0.3845,ranging,2.51,-0.4664,22.6,AVOID,True,1.6666666666666667,0.0,2.0661,LOSS,8,-0.0,N,N,S,L,NNSL,1.3637
XOM,large,Energy,2025-10-17,WAIT,-0.0968,ranging,2.24,-0.4355,11.3,WAIT,False,0.0,0.0,2.0658,OPEN,20,0.0,L,N,N,L,LNNL,2.8065
XOM,large,Energy,2025-10-24,LONG,0.3935,ranging,2.44,-0.4226,27.4,WATCH,True,1.6666666666666667,0.5,1.9413,WIN,12,0.8333,L,N,L,S,LNLS,-0.8926
XOM,large,Energy,2025-10-31,LONG,0.5173,ranging,1.9,-0.5328,22.6,WATCH,False,1.6666666666666667,0.5,1.8994,WIN,7,0.8333,L,N,N,S,LNNS,2.5009
XOM,large,Energy,2025-11-07,LONG,0.5338,ranging,1.84,-0.4121,35.5,WATCH,False,1.6666666666666667,0.5,1.8699,OPEN,20,0.0,L,N,N,S,LNNS,2.656
XOM,large,Energy,2025-11-14,LONG,0.727,neutral,1.99,-0.428,43.5,BULLISH_SETUP,False,1.5,1.0,2.0161,LOSS,6,-1.0,L,L,N,S,LLNS,-1.8526
XOM,large,Energy,2025-11-21,LONG,0.7426,neutral,2.02,-0.5487,32.3,BULLISH_SETUP,False,1.5,1.0,2.1452,OPEN,20,0.0,L,N,N,N,LNNN,-0.3844
XOM,large,Energy,2025-12-01,LONG,0.591,ranging,2.14,-0.5213,27.4,WATCH,False,1.6666666666666667,0.5,2.162,OPEN,20,0.0,L,N,L,L,LNLL,-0.5573
XOM,large,Energy,2025-12-08,LONG,0.171,ranging,2.39,-0.3919,19.4,WATCH,False,1.6666666666666667,0.5,2.1363,WIN,15,0.8333,L,N,S,L,LNSL,1.5348
XOM,large,Energy,2025-12-15,LONG,0.596,neutral,1.84,-0.5238,27.4,BULLISH_SETUP,False,1.5,1.0,2.1389,WIN,13,1.5,L,N,N,S,LNNS,0.3312
XOM,large,Energy,2025-12-22,LONG,0.697,ranging,2.35,-0.5905,25.8,WATCH,False,1.6666666666666667,0.5,2.1458,WIN,8,0.8333,L,N,L,L,LNLL,2.4037
XOM,large,Energy,2025-12-30,LONG,0.6843,ranging,2.54,-0.4873,35.5,WATCH,False,1.6666666666666667,0.5,1.9272,WIN,3,0.8333,L,N,L,S,LNLS,-2.0663
XOM,large,Energy,2026-01-07,LONG,0.5775,neutral,2.28,-0.5146,27.4,BULLISH_SETUP,False,1.5,1.0,2.3017,WIN,4,1.5,L,N,L,S,LNLS,9.8827
XOM,large,Energy,2026-01-14,LONG,0.7485,trending,1.74,-0.342,53.2,WATCH,False,2.0,0.5,2.6615,WIN,10,1.0,L,L,N,S,LLNS,2.6421
XOM,large,Energy,2026-01-22,LONG,0.7146,trending,1.75,-0.4218,43.5,WATCH,False,2.0,0.5,2.5126,WIN,8,1.0,L,L,N,S,LLNS,5.1407
XOM,large,Energy,2026-01-29,LONG,0.6993,trending,1.77,-0.3174,53.2,WATCH,False,2.0,0.5,2.5716,WIN,7,1.0,L,L,N,S,LLNS,3.9641
XOM,large,Energy,2026-02-05,LONG,0.7314,trending,1.72,-0.4463,41.9,WATCH,False,2.0,0.5,3.1365,WIN,16,1.0,L,L,N,S,LLNS,3.3196
XOM,large,Energy,2026-02-12,LONG,0.8147,trending,1.74,-0.488,41.9,WATCH,False,2.0,0.5,3.3625,OPEN,20,0.0,L,L,N,S,LLNS,-1.7675
XOM,large,Energy,2026-02-20,LONG,0.6196,trending,1.72,-0.4711,33.9,WATCH,False,2.0,0.5,3.5324,WIN,20,1.0,L,N,N,L,LNNL,3.5443
XOM,large,Energy,2026-02-27,LONG,0.7584,trending,1.75,-0.4599,41.9,WATCH,False,2.0,0.5,3.6171,WIN,17,1.0,L,L,N,L,LLNL,-0.8459
XOM,large,Energy,2026-03-06,LONG,0.4898,trending,1.73,-0.3578,38.7,WATCH,False,2.0,0.5,3.9025,WIN,12,1.0,L,S,N,L,LSNL,3.2471
XOM,large,Energy,2026-03-13,LONG,0.4588,trending,1.55,-0.3584,37.1,WATCH,False,2.0,0.5,3.8395,WIN,11,1.0,L,N,N,L,LNNL,2.2739
XOM,large,Energy,2026-03-20,LONG,0.7894,trending,2.12,-0.4269,46.8,BULLISH_SETUP,False,2.0,1.0,3.794,WIN,6,2.0,L,L,L,S,LLLS,7.0896
XOM,large,Energy,2026-03-27,LONG,0.7146,trending,1.73,-0.3573,50.0,WATCH,False,2.0,0.5,4.162,LOSS,3,-0.5,L,L,N,S,LLNS,-4.4564
XOM,large,Energy,2026-04-06,LONG,0.493,trending,1.72,-0.4401,30.6,WATCH,False,2.0,0.5,5.0376,LOSS,2,-0.5,L,N,N,L,LNNL,-6.5679
XOM,large,Energy,2026-04-13,WAIT,-0.099,neutral,2.14,-0.3237,22.6,WAIT,False,0.0,0.0,5.1968,OPEN,20,0.0,N,N,N,L,NNNL,-3.2495
XOM,large,Energy,2026-04-20,SHORT,-0.2751,neutral,2.59,-0.3956,24.2,AVOID,True,1.5,0.0,5.1934,LOSS,19,-0.0,S,N,S,L,SNSL,0.3454
XOM,large,Energy,2026-04-27,SHORT,-0.2596,neutral,2.27,-0.4524,17.7,AVOID,False,1.5,0.0,4.4935,LOSS,14,-0.0,N,N,N,N,NNNN,3.7115
XOM,large,Energy,2026-05-04,LONG,0.2564,ranging,2.29,-0.4185,21.0,WATCH,True,1.6666666666666667,0.5,4.4417,LOSS,3,-0.5,L,N,N,S,LNNS,-2.6092
COP,large,Energy,2024-12-20,SHORT,-0.8025,trending,2.07,-0.498,40.3,AVOID,True,2.0,0.0,2.1761,LOSS,7,-0.0,S,S,N,L,SSNL,2.0711
COP,large,Energy,2024-12-30,SHORT,-0.776,trending,1.66,-0.5331,35.5,AVOID,False,2.0,0.0,1.9395,LOSS,2,-0.0,S,N,N,N,SNNN,4.7173
COP,large,Energy,2025-01-07,SHORT,-0.1778,trending,1.86,-0.3308,25.8,AVOID,False,2.0,0.0,1.9769,LOSS,5,-0.0,S,N,N,S,SNNS,3.7474
COP,large,Energy,2025-01-15,LONG,0.3178,trending,2.05,-0.417,24.2,BULLISH_SETUP,True,2.0,1.0,2.025,LOSS,8,-1.0,L,N,L,S,LNLS,-1.4126
