ticker,cap,sector,date,verdict,score,regime,n_eff,inflation_gap,agreement_pct,tier,onset,actual_rr,size,atr,outcome,days_held,r_earned,fam_ma,fam_break,fam_squeeze,fam_mosc,combo,fwd_5d
SPY,index,Broad Market,2024-12-20,LONG,0.2309,neutral,2.67,-0.3896,22.6,WATCH,True,1.5,0.5,6.1469,LOSS,12,-0.5,N,L,N,L,NLNL,-0.4957
SPY,index,Broad Market,2024-12-30,WAIT,-0.0013,neutral,2.09,-0.3233,17.7,WAIT,False,0.0,0.0,6.7235,OPEN,20,0.0,L,N,N,N,LNNN,0.0697
SPY,index,Broad Market,2025-01-07,SHORT,-0.2923,neutral,1.8,-0.4365,21.0,AVOID,True,1.5,0.0,7.3288,LOSS,9,-0.0,N,N,N,L,NNNL,0.705
SPY,index,Broad Market,2025-01-15,SHORT,-0.1992,neutral,2.0,-0.4222,17.7,AVOID,False,1.5,0.0,7.6084,LOSS,5,-0.0,N,N,S,N,NNSN,2.8628
SPY,index,Broad Market,2025-01-23,LONG,0.5598,ranging,2.24,-0.3605,41.9,WATCH,True,1.6666666666666667,0.5,6.8091,LOSS,2,-0.5,L,L,L,S,LLLS,-0.7725
SPY,index,Broad Market,2025-01-30,LONG,0.663,ranging,2.12,-0.5089,32.3,WATCH,False,1.6666666666666667,0.5,6.914,LOSS,2,-0.5,L,N,N,S,LNNS,0.2116
SPY,index,Broad Market,2025-02-06,LONG,0.7021,ranging,1.9,-0.5285,32.3,WATCH,False,1.6666666666666667,0.5,6.8305,LOSS,12,-0.5,L,N,L,L,LNLL,0.5624
SPY,index,Broad Market,2025-02-13,LONG,0.653,ranging,1.89,-0.4878,33.9,WATCH,False,1.6666666666666667,0.5,6.5324,LOSS,5,-0.5,L,N,N,S,LNNS,-1.6056
SPY,index,Broad Market,2025-02-21,LONG,0.3291,ranging,2.31,-0.4065,25.8,WATCH,False,1.6666666666666667,0.5,6.1629,LOSS,2,-0.5,L,N,S,L,LNSL,-0.9601
SPY,index,Broad Market,2025-02-28,WAIT,-0.0108,ranging,3.15,-0.328,17.7,WAIT,False,0.0,0.0,7.2739,OPEN,20,0.0,S,L,S,L,SLSL,-3.0732
SPY,index,Broad Market,2025-03-07,SHORT,-0.2177,neutral,2.09,-0.3669,24.2,AVOID,True,1.5,0.0,9.0656,WIN,19,0.0,S,N,N,L,SNNL,-2.2763
SPY,index,Broad Market,2025-03-14,SHORT,-0.6521,trending,1.73,-0.5357,29.0,AVOID,False,2.0,0.0,10.0613,WIN,15,0.0,S,N,N,L,SNNL,0.5093
SPY,index,Broad Market,2025-03-21,WAIT,-0.1371,trending,1.88,-0.4072,16.1,WAIT,False,0.0,0.0,9.3956,OPEN,20,0.0,S,N,N,N,SNNN,-1.4752
SPY,index,Broad Market,2025-03-28,SHORT,-0.3987,trending,1.87,-0.4736,22.6,AVOID,True,2.0,0.0,9.0221,WIN,5,0.0,S,N,N,S,SNNS,-9.0667
SPY,index,Broad Market,2025-04-04,SHORT,-0.5997,gap_down_continuation,1.64,-0.3483,45.2,AVOID,False,1.6666666666666667,0.0,12.3053,LOSS,2,-0.0,S,S,S,L,SSSL,5.6721
SPY,index,Broad Market,2025-04-11,SHORT,-0.619,trending,1.64,-0.4869,32.3,AVOID,False,2.0,0.0,19.8086,LOSS,20,-0.0,S,N,N,L,SNNL,-3.757
SPY,index,Broad Market,2025-04-21,SHORT,-0.6755,trending,1.62,-0.4507,38.7,AVOID,False,2.0,0.0,17.4005,LOSS,4,-0.0,S,N,N,L,SNNL,7.1943
SPY,index,Broad Market,2025-04-28,WAIT,-0.0175,trending,2.35,-0.283,22.6,WAIT,False,0.0,0.0,15.6665,OPEN,20,0.0,S,S,N,S,SSNS,2.2983
SPY,index,Broad Market,2025-05-05,LONG,0.4838,neutral,2.31,-0.4839,25.8,BULLISH_SETUP,True,1.5,1.0,13.6134,OPEN,20,0.0,L,N,L,S,LNLS,3.4569
SPY,index,Broad Market,2025-05-12,LONG,0.6597,ranging,1.8,-0.4589,37.1,WATCH,False,1.6666666666666667,0.5,12.3683,OPEN,20,0.0,L,L,N,S,LLNS,2.0343
SPY,index,Broad Market,2025-05-19,LONG,0.7156,neutral,2.18,-0.4707,38.7,BULLISH_SETUP,False,1.5,1.0,10.2858,OPEN,20,0.0,L,L,N,S,LLNS,-0.622
SPY,index,Broad Market,2025-05-27,LONG,0.6972,ranging,1.89,-0.5421,30.6,WATCH,False,1.6666666666666667,0.5,9.7182,OPEN,20,0.0,L,N,N,S,LNNS,0.8357
SPY,index,Broad Market,2025-06-03,LONG,0.6649,ranging,2.09,-0.4615,37.1,WATCH,False,1.6666666666666667,0.5,8.7724,WIN,18,0.8333,L,N,L,S,LNLS,1.1727
SPY,index,Broad Market,2025-06-10,LONG,0.6617,ranging,1.89,-0.4437,38.7,WATCH,False,1.6666666666666667,0.5,7.5988,WIN,15,0.8333,L,N,N,S,LNNS,-0.9203
SPY,index,Broad Market,2025-06-17,LONG,0.4283,ranging,2.31,-0.4561,25.8,WATCH,False,1.6666666666666667,0.5,7.1992,WIN,7,0.8333,L,N,S,L,LNSL,1.9053
SPY,index,Broad Market,2025-06-25,LONG,0.6312,ranging,2.31,-0.4769,33.9,WATCH,False,1.6666666666666667,0.5,6.8459,WIN,6,0.8333,L,S,L,S,LSLS,2.1956
SPY,index,Broad Market,2025-07-02,LONG,0.8075,neutral,2.08,-0.4199,48.4,BULLISH_SETUP,False,1.5,1.0,6.0704,WIN,20,1.5,L,L,L,S,LLLS,0.8655
SPY,index,Broad Market,2025-07-10,LONG,0.8778,trending,2.02,-0.5195,41.9,BULLISH_SETUP,False,2.0,1.0,5.641,OPEN,20,0.0,L,L,N,S,LLNS,0.3547
SPY,index,Broad Market,2025-07-17,LONG,0.6261,trending,1.56,-0.3775,43.5,WATCH,False,2.0,0.5,5.4032,OPEN,20,0.0,L,N,N,N,LNNN,1.0159
SPY,index,Broad Market,2025-07-24,LONG,0.6039,trending,1.83,-0.3664,43.5,BULLISH_SETUP,False,2.0,1.0,4.8343,LOSS,6,-1.0,L,L,L,S,LLLS,-0.3688
SPY,index,Broad Market,2025-07-31,LONG,0.5074,trending,1.94,-0.3989,35.5,BULLISH_SETUP,False,2.0,1.0,4.9569,LOSS,1,-1.0,L,S,N,L,LSNL,0.0269
SPY,index,Broad Market,2025-08-07,LONG,0.3319,trending,1.82,-0.3756,29.0,BULLISH_SETUP,False,2.0,1.0,5.8916,OPEN,20,0.0,L,S,N,L,LSNL,2.0087
SPY,index,Broad Market,2025-08-14,LONG,0.7589,trending,1.94,-0.444,43.5,BULLISH_SETUP,False,2.0,1.0,5.4814,LOSS,4,-1.0,L,N,L,S,LNLS,-1.4575
SPY,index,Broad Market,2025-08-21,LONG,0.4634,trending,1.82,-0.4091,32.3,BULLISH_SETUP,False,2.0,1.0,5.1749,WIN,14,2.0,L,N,L,L,LNLL,2.1037
SPY,index,Broad Market,2025-08-28,LONG,0.75,trending,1.64,-0.4718,40.3,WATCH,False,2.0,0.5,5.0449,LOSS,2,-0.5,L,N,N,N,LNNN,-0.2589
SPY,index,Broad Market,2025-09-05,LONG,0.6854,neutral,1.92,-0.4878,35.5,BULLISH_SETUP,False,1.5,1.0,5.6021,WIN,9,1.5,L,S,N,L,LSNL,1.5713
SPY,index,Broad Market,2025-09-12,LONG,0.7457,trending,2.04,-0.389,48.4,BULLISH_SETUP,False,2.0,1.0,5.0281,OPEN,20,0.0,L,L,L,S,LLLS,1.2367
SPY,index,Broad Market,2025-09-19,LONG,0.8185,trending,1.73,-0.4092,50.0,WATCH,False,2.0,0.5,4.9337,LOSS,15,-0.5,L,L,N,S,LLNS,-0.2833
SPY,index,Broad Market,2025-09-26,LONG,0.4956,trending,1.64,-0.4252,32.3,WATCH,False,2.0,0.5,5.0438,OPEN,20,0.0,L,N,N,S,LNNS,1.1166
SPY,index,Broad Market,2025-10-03,LONG,0.8064,trending,1.83,-0.5161,38.7,BULLISH_SETUP,False,2.0,1.0,4.9088,LOSS,5,-1.0,L,N,N,S,LNNS,-2.4193
SPY,index,Broad Market,2025-10-10,WAIT,0.0444,trending,1.76,-0.2319,29.0,WAIT,False,0.0,0.0,5.9273,OPEN,20,0.0,L,S,N,L,LSNL,1.7411
SPY,index,Broad Market,2025-10-17,LONG,0.4028,trending,1.79,-0.3949,30.6,WATCH,True,2.0,0.5,7.4496,OPEN,20,0.0,L,N,L,L,LNLL,1.9356
SPY,index,Broad Market,2025-10-24,LONG,0.7079,neutral,2.11,-0.4185,43.5,BULLISH_SETUP,False,1.5,1.0,7.0602,LOSS,10,-1.0,L,N,L,S,LNLS,0.7102
SPY,index,Broad Market,2025-10-31,LONG,0.7061,ranging,2.52,-0.4498,40.3,WATCH,False,1.6666666666666667,0.5,6.8755,LOSS,4,-0.5,L,L,L,S,LLLS,-1.626
SPY,index,Broad Market,2025-11-07,LONG,0.511,ranging,1.87,-0.4652,29.0,WATCH,False,1.6666666666666667,0.5,7.2492,LOSS,7,-0.5,L,L,N,L,LLNL,0.1431
SPY,index,Broad Market,2025-11-14,LONG,0.536,ranging,1.79,-0.4615,30.6,WATCH,False,1.6666666666666667,0.5,7.8454,LOSS,2,-0.5,L,N,N,L,LNNL,-1.9198
SPY,index,Broad Market,2025-11-21,WAIT,-0.0603,ranging,2.18,-0.3527,17.7,WAIT,False,0.0,0.0,9.6435,OPEN,20,0.0,N,N,N,L,NNNL,3.2229
SPY,index,Broad Market,2025-12-01,LONG,0.3795,ranging,2.05,-0.3833,30.6,WATCH,True,1.6666666666666667,0.5,8.9095,OPEN,20,0.0,L,N,N,S,LNNS,0.4939
SPY,index,Broad Market,2025-12-08,LONG,0.4078,ranging,2.04,-0.3813,32.3,WATCH,False,1.6666666666666667,0.5,7.5554,LOSS,7,-0.5,L,N,N,S,LNNS,-0.4242
SPY,index,Broad Market,2025-12-15,LONG,0.6144,ranging,2.19,-0.533,27.4,WATCH,False,1.6666666666666667,0.5,7.3549,OPEN,20,0.0,L,N,L,S,LNLS,0.8996
SPY,index,Broad Market,2025-12-22,LONG,0.6536,ranging,2.15,-0.472,35.5,WATCH,False,1.6666666666666667,0.5,7.2743,OPEN,20,0.0,L,N,N,L,LNNL,0.3183
SPY,index,Broad Market,2025-12-30,LONG,0.5234,ranging,2.56,-0.423,33.9,WATCH,False,1.6666666666666667,0.5,5.9923,LOSS,13,-0.5,L,N,L,S,LNLS,0.3741
SPY,index,Broad Market,2026-01-07,LONG,0.5999,ranging,2.23,-0.429,37.1,WATCH,False,1.6666666666666667,0.5,5.8575,LOSS,8,-0.5,L,N,L,S,LNLS,0.1131
SPY,index,Broad Market,2026-01-14,LONG,0.7112,ranging,2.12,-0.5492,30.6,WATCH,False,1.6666666666666667,0.5,5.7587,LOSS,3,-0.5,L,N,N,N,LNNN,-0.1999
SPY,index,Broad Market,2026-01-22,LONG,0.446,ranging,1.91,-0.4972,22.6,WATCH,False,1.6666666666666667,0.5,6.555,LOSS,10,-0.5,L,N,N,L,LNNL,0.7344
SPY,index,Broad Market,2026-01-29,LONG,0.5944,ranging,2.7,-0.4746,32.3,WATCH,False,1.6666666666666667,0.5,6.3686,LOSS,3,-0.5,L,N,L,N,LNLN,-2.3659
SPY,index,Broad Market,2026-02-05,WAIT,0.1025,ranging,2.47,-0.3254,22.6,WAIT,False,0.0,0.0,7.3764,OPEN,20,0.0,N,N,S,L,NNSL,0.5387
SPY,index,Broad Market,2026-02-12,WAIT,-0.0352,ranging,2.83,-0.3563,16.1,WAIT,False,0.0,0.0,8.1932,OPEN,20,0.0,L,N,S,L,LNSL,1.1978
SPY,index,Broad Market,2026-02-20,WAIT,0.0704,ranging,1.99,-0.3578,17.7,WAIT,False,0.0,0.0,7.9377,OPEN,20,0.0,L,N,N,L,LNNL,-0.499
SPY,index,Broad Market,2026-02-27,LONG,0.271,ranging,1.63,-0.4742,16.1,WATCH,True,1.6666666666666667,0.5,7.9926,LOSS,2,-0.5,L,N,N,N,LNNN,-1.984
SPY,index,Broad Market,2026-03-06,WAIT,-0.106,ranging,2.0,-0.3272,22.6,WAIT,False,0.0,0.0,8.9705,OPEN,20,0.0,N,N,S,L,NNSL,-1.5006
SPY,index,Broad Market,2026-03-13,SHORT,-0.4438,trending,1.73,-0.3832,33.9,AVOID,True,2.0,0.0,9.4998,LOSS,18,-0.0,S,N,S,L,SNSL,-1.8042
SPY,index,Broad Market,2026-03-20,SHORT,-0.5503,trending,1.77,-0.4042,37.1,AVOID,False,2.0,0.0,9.4398,LOSS,12,-0.0,S,S,N,L,SSNL,-2.2326
SPY,index,Broad Market,2026-03-27,SHORT,-0.5806,trending,1.67,-0.3871,40.3,AVOID,False,2.0,0.0,9.7984,LOSS,3,-0.0,S,S,N,L,SSNL,3.9174
SPY,index,Broad Market,2026-04-06,SHORT,-0.3515,trending,1.99,-0.4661,21.0,AVOID,False,2.0,0.0,10.1446,LOSS,3,-0.0,S,N,S,S,SNSS,4.1233
SPY,index,Broad Market,2026-04-13,LONG,0.8105,trending,1.96,-0.502,40.3,BULLISH_SETUP,True,2.0,1.0,9.8658,WIN,17,2.0,L,L,N,S,LLNS,3.2969
SPY,index,Broad Market,2026-04-20,LONG,0.7692,trending,2.13,-0.4653,41.9,BULLISH_SETUP,False,2.0,1.0,8.8681,WIN,18,2.0,L,L,L,S,LLLS,0.9101
SPY,index,Broad Market,2026-04-27,LONG,0.8928,trending,1.85,-0.5109,43.5,BULLISH_SETUP,False,2.0,1.0,8.2605,WIN,13,2.0,L,L,N,S,LLNS,0.3971
SPY,index,Broad Market,2026-05-04,LONG,0.7848,neutral,1.82,-0.5215,37.1,BULLISH_SETUP,False,1.5,1.0,7.7326,WIN,7,1.5,L,N,N,N,LNNN,2.9651
XLV,etf,Healthcare,2024-12-20,SHORT,-0.7818,trending,2.05,-0.5038,38.7,AVOID,True,2.0,0.0,1.744,LOSS,12,-0.0,S,S,N,L,SSNL,-0.1005
XLV,etf,Healthcare,2024-12-30,SHORT,-0.7758,trending,1.6,-0.5008,38.7,AVOID,False,2.0,0.0,1.6895,LOSS,5,-0.0,S,N,N,S,SNNS,1.7998
XLV,etf,Healthcare,2025-01-07,SHORT,-0.3815,trending,2.05,-0.3843,30.6,AVOID,False,2.0,0.0,1.6623,LOSS,10,-0.0,S,L,N,S,SLNS,0.6156
XLV,etf,Healthcare,2025-01-15,WAIT,-0.0362,neutral,2.75,-0.3246,19.4,WAIT,False,0.0,0.0,1.7401,OPEN,20,0.0,N,L,L,S,NLLS,2.497
XLV,etf,Healthcare,2025-01-23,LONG,0.432,ranging,1.66,-0.3934,32.3,WATCH,True,1.6666666666666667,0.5,1.7548,WIN,6,0.8333,L,N,N,S,LNNS,2.2626
XLV,etf,Healthcare,2025-01-30,LONG,0.6895,neutral,2.21,-0.4899,35.5,BULLISH_SETUP,False,1.5,1.0,1.7692,OPEN,20,0.0,L,L,N,S,LLNS,-0.1493
XLV,etf,Healthcare,2025-02-06,LONG,0.6112,trending,1.97,-0.4991,30.6,BULLISH_SETUP,False,2.0,1.0,1.7673,OPEN,20,0.0,L,N,N,S,LNNS,-0.4962
XLV,etf,Healthcare,2025-02-13,LONG,0.2025,neutral,1.91,-0.3916,21.0,WATCH,False,1.5,0.5,1.6117,OPEN,20,0.0,N,N,N,N,NNNN,0.0273
XLV,etf,Healthcare,2025-02-21,LONG,0.2977,neutral,1.89,-0.4553,19.4,WATCH,False,1.5,0.5,1.5964,OPEN,20,0.0,L,N,N,L,LNNL,1.7073
XLV,etf,Healthcare,2025-02-28,LONG,0.4773,neutral,2.19,-0.4,33.9,BULLISH_SETUP,False,1.5,1.0,1.6942,LOSS,7,-1.0,L,N,L,S,LNLS,0.235
XLV,etf,Healthcare,2025-03-07,LONG,0.4717,ranging,1.98,-0.4294,30.6,WATCH,False,1.6666666666666667,0.5,1.7619,LOSS,2,-0.5,L,N,N,S,LNNS,-2.914
XLV,etf,Healthcare,2025-03-14,SHORT,-0.2501,ranging,2.45,-0.3992,22.6,AVOID,True,1.6666666666666667,0.0,1.8365,LOSS,6,-0.0,S,N,S,L,SNSL,1.1523
XLV,etf,Healthcare,2025-03-21,WAIT,0.1013,ranging,1.9,-0.4055,14.5,WAIT,False,0.0,0.0,1.697,OPEN,20,0.0,S,N,N,L,SNNL,-1.0374
XLV,etf,Healthcare,2025-03-28,SHORT,-0.5746,ranging,2.15,-0.5615,22.6,AVOID,True,1.6666666666666667,0.0,1.6379,WIN,5,0.0,S,N,S,N,SNSN,-6.3936
XLV,etf,Healthcare,2025-04-04,SHORT,-0.6316,ranging,1.92,-0.3803,43.5,AVOID,False,1.6666666666666667,0.0,2.2969,LOSS,2,-0.0,S,S,S,L,SSSL,1.1753
XLV,etf,Healthcare,2025-04-11,SHORT,-0.7383,trending,1.76,-0.5143,35.5,AVOID,False,2.0,0.0,3.7975,OPEN,20,0.0,S,N,N,L,SNNL,-3.1417
XLV,etf,Healthcare,2025-04-21,SHORT,-0.7565,trending,1.79,-0.4589,41.9,AVOID,False,2.0,0.0,3.3851,LOSS,6,-0.0,S,S,N,L,SSNL,4.5485
XLV,etf,Healthcare,2025-04-28,SHORT,-0.2507,trending,1.72,-0.335,29.0,AVOID,False,2.0,0.0,3.0523,OPEN,20,0.0,S,N,N,S,SNNS,-0.3319
XLV,etf,Healthcare,2025-05-05,SHORT,-0.2034,trending,1.85,-0.3598,24.2,AVOID,False,2.0,0.0,2.8399,OPEN,20,0.0,S,N,S,S,SNSS,-1.5781
XLV,etf,Healthcare,2025-05-12,SHORT,-0.5373,trending,2.09,-0.4945,27.4,AVOID,False,2.0,0.0,2.744,OPEN,20,0.0,S,L,N,L,SLNL,-1.1695
XLV,etf,Healthcare,2025-05-19,SHORT,-0.5542,trending,2.09,-0.4706,30.6,AVOID,False,2.0,0.0,2.8303,OPEN,20,0.0,S,N,S,L,SNSL,-1.6447
XLV,etf,Healthcare,2025-05-27,SHORT,-0.8618,trending,1.7,-0.5761,35.5,AVOID,False,2.0,0.0,2.4887,LOSS,13,-0.0,S,N,N,N,SNNN,0.6583
XLV,etf,Healthcare,2025-06-03,WAIT,-0.0826,trending,1.83,-0.3316,21.0,WAIT,False,0.0,0.0,2.2596,OPEN,20,0.0,S,N,N,S,SNNS,1.992
XLV,etf,Healthcare,2025-06-10,LONG,0.1857,ranging,3.1,-0.4154,17.7,WATCH,True,1.6666666666666667,0.5,2.0364,LOSS,6,-0.5,S,N,L,S,SNLS,-1.6288
XLV,etf,Healthcare,2025-06-17,WAIT,-0.0766,ranging,2.5,-0.3609,17.7,WAIT,False,0.0,0.0,1.9296,OPEN,20,0.0,S,N,N,N,SNNN,0.8011
XLV,etf,Healthcare,2025-06-25,WAIT,-0.0258,ranging,2.01,-0.3355,17.7,WAIT,False,0.0,0.0,1.8457,OPEN,20,0.0,S,N,N,S,SNNS,1.0904
XLV,etf,Healthcare,2025-07-02,LONG,0.1785,ranging,3.2,-0.4602,12.9,WATCH,True,1.6666666666666667,0.5,1.8185,LOSS,8,-0.5,S,N,L,N,SNLN,0.7092
XLV,etf,Healthcare,2025-07-10,LONG,0.4675,ranging,2.49,-0.5241,21.0,WATCH,False,1.6666666666666667,0.5,1.8161,LOSS,3,-0.5,S,L,L,N,SLLN,-2.6408
XLV,etf,Healthcare,2025-07-17,SHORT,-0.3955,ranging,2.97,-0.4074,29.0,AVOID,True,1.6666666666666667,0.0,1.8489,LOSS,4,-0.0,S,N,S,L,SNSL,2.2905
XLV,etf,Healthcare,2025-07-24,WAIT,0.0851,ranging,2.04,-0.3651,17.7,WAIT,False,0.0,0.0,1.8781,OPEN,20,0.0,S,N,L,L,SNLL,-3.926
XLV,etf,Healthcare,2025-07-31,SHORT,-0.6065,ranging,1.9,-0.3839,41.9,AVOID,True,1.6666666666666667,0.0,1.9756,LOSS,10,-0.0,S,N,S,L,SNSL,-1.0887
XLV,etf,Healthcare,2025-08-07,SHORT,-0.6412,ranging,1.79,-0.4335,38.7,AVOID,False,1.6666666666666667,0.0,1.9337,LOSS,4,-0.0,S,N,N,L,SNNL,3.8369
XLV,etf,Healthcare,2025-08-14,WAIT,-0.0201,ranging,1.76,-0.3326,17.7,WAIT,False,0.0,0.0,1.8053,OPEN,20,0.0,S,N,N,S,SNNS,2.2992
XLV,etf,Healthcare,2025-08-21,LONG,0.4079,ranging,2.19,-0.462,24.2,WATCH,True,1.6666666666666667,0.5,1.7517,OPEN,20,0.0,L,N,N,S,LNNS,-0.4451
XLV,etf,Healthcare,2025-08-28,LONG,0.519,ranging,1.9,-0.5337,22.6,WATCH,False,1.6666666666666667,0.5,1.6435,OPEN,20,0.0,L,N,N,N,LNNN,1.0775
XLV,etf,Healthcare,2025-09-05,LONG,0.5611,ranging,1.81,-0.5386,24.2,WATCH,False,1.6666666666666667,0.5,1.5418,LOSS,14,-0.5,L,L,N,N,LLNN,0.1523
XLV,etf,Healthcare,2025-09-12,LONG,0.7159,ranging,2.15,-0.5999,25.8,WATCH,False,1.6666666666666667,0.5,1.6188,LOSS,9,-0.5,L,N,L,N,LNLN,-0.5937
XLV,etf,Healthcare,2025-09-19,LONG,0.3029,ranging,2.19,-0.4579,19.4,WATCH,False,1.6666666666666667,0.5,1.4718,LOSS,4,-0.5,N,N,S,L,NNSL,-0.8525
XLV,etf,Healthcare,2025-09-26,LONG,0.244,ranging,3.02,-0.4768,14.5,WATCH,False,1.6666666666666667,0.5,1.4917,WIN,2,0.8333,S,N,S,L,SNSL,6.8782
XLV,etf,Healthcare,2025-10-03,LONG,0.5114,ranging,2.05,-0.3847,37.1,WATCH,False,1.6666666666666667,0.5,1.8927,LOSS,5,-0.5,L,L,L,S,LLLS,-1.8713
XLV,etf,Healthcare,2025-10-10,LONG,0.7983,trending,2.04,-0.6088,29.0,BULLISH_SETUP,False,2.0,1.0,1.7835,OPEN,20,0.0,L,N,N,L,LNNL,0.8163
XLV,etf,Healthcare,2025-10-17,LONG,0.6772,neutral,1.76,-0.516,32.3,WATCH,False,1.5,0.5,1.7726,WIN,17,0.75,L,N,N,L,LNNL,1.9264
XLV,etf,Healthcare,2025-10-24,LONG,0.8648,trending,2.04,-0.5776,35.5,BULLISH_SETUP,False,2.0,1.0,1.6225,LOSS,5,-1.0,L,N,L,S,LNLS,-1.2189
XLV,etf,Healthcare,2025-10-31,LONG,0.3701,neutral,1.87,-0.4592,22.6,BULLISH_SETUP,False,1.5,1.0,1.6136,WIN,7,1.5,L,N,N,L,LNNL,1.3102
XLV,etf,Healthcare,2025-11-07,LONG,0.6637,ranging,1.97,-0.477,35.5,WATCH,False,1.6666666666666667,0.5,1.6116,WIN,2,0.8333,L,L,N,N,LLNN,3.8935
XLV,etf,Healthcare,2025-11-14,LONG,0.8966,trending,2.03,-0.5128,43.5,BULLISH_SETUP,False,2.0,1.0,1.8524,OPEN,20,0.0,L,L,L,S,LLLS,1.831
XLV,etf,Healthcare,2025-11-21,LONG,0.8881,trending,1.89,-0.4602,48.4,BULLISH_SETUP,False,2.0,1.0,2.0389,LOSS,11,-1.0,L,L,N,S,LLNS,0.4398
XLV,etf,Healthcare,2025-12-01,LONG,0.9439,trending,1.65,-0.5526,41.9,WATCH,False,2.0,0.5,2.0229,LOSS,5,-0.5,L,N,N,S,LNNS,-2.4857
XLV,etf,Healthcare,2025-12-08,LONG,0.2124,trending,1.96,-0.3481,25.8,WATCH,False,2.0,0.5,1.9186,WIN,20,1.0,L,N,L,L,LNLL,3.0839
XLV,etf,Healthcare,2025-12-15,LONG,0.5729,trending,2.03,-0.4639,32.3,BULLISH_SETUP,False,2.0,1.0,1.9715,OPEN,20,0.0,L,N,L,L,LNLL,-0.0888
XLV,etf,Healthcare,2025-12-22,LONG,0.2395,neutral,2.36,-0.3294,29.0,WATCH,False,1.5,0.5,1.9092,OPEN,20,0.0,L,N,L,N,LNLN,0.2447
XLV,etf,Healthcare,2025-12-30,LONG,0.2321,neutral,2.17,-0.2935,32.3,WATCH,False,1.5,0.5,1.5823,WIN,5,0.75,L,N,L,S,LNLS,2.5565
XLV,etf,Healthcare,2026-01-07,LONG,0.5585,ranging,1.93,-0.3276,45.2,WATCH,False,1.6666666666666667,0.5,1.8133,LOSS,3,-0.5,L,L,L,S,LLLS,-1.1274
XLV,etf,Healthcare,2026-01-14,LONG,0.5541,ranging,1.96,-0.4706,30.6,WATCH,False,1.6666666666666667,0.5,1.8261,LOSS,3,-0.5,L,N,N,L,LNNL,0.2724
XLV,etf,Healthcare,2026-01-22,LONG,0.6156,ranging,2.19,-0.5336,27.4,WATCH,False,1.6666666666666667,0.5,1.9741,LOSS,3,-0.5,L,N,N,L,LNNL,-2.8239
XLV,etf,Healthcare,2026-01-29,WAIT,-0.1052,ranging,2.55,-0.3268,22.6,WAIT,False,0.0,0.0,1.9308,OPEN,20,0.0,N,N,S,L,NNSL,0.6631
XLV,etf,Healthcare,2026-02-05,WAIT,-0.1395,ranging,1.94,-0.4246,14.5,WAIT,False,0.0,0.0,2.0519,OPEN,20,0.0,N,N,N,L,NNNL,0.7492
XLV,etf,Healthcare,2026-02-12,LONG,0.5167,ranging,2.24,-0.5326,22.6,WATCH,True,1.6666666666666667,0.5,2.0817,LOSS,14,-0.5,L,N,N,L,LNNL,0.5256
XLV,etf,Healthcare,2026-02-20,LONG,0.4933,ranging,2.14,-0.537,21.0,WATCH,False,1.6666666666666667,0.5,1.9675,LOSS,9,-0.5,L,N,N,S,LNNS,2.1553
XLV,etf,Healthcare,2026-02-27,LONG,0.5787,ranging,2.04,-0.4022,38.7,WATCH,False,1.6666666666666667,0.5,2.014,LOSS,2,-0.5,L,N,L,S,LNLS,-4.6816
XLV,etf,Healthcare,2026-03-06,WAIT,-0.052,ranging,1.95,-0.2841,24.2,WAIT,False,0.0,0.0,2.322,OPEN,20,0.0,N,N,S,L,NNSL,-1.9057
XLV,etf,Healthcare,2026-03-13,SHORT,-0.3475,ranging,1.99,-0.3512,32.3,AVOID,True,1.6666666666666667,0.0,2.3193,WIN,10,0.0,S,S,S,L,SSSL,-2.9775
XLV,etf,Healthcare,2026-03-20,SHORT,-0.5813,trending,1.85,-0.4519,33.9,AVOID,False,2.0,0.0,2.2827,LOSS,12,-0.0,S,S,N,L,SSNL,-1.0191
XLV,etf,Healthcare,2026-03-27,SHORT,-0.631,trending,1.73,-0.4445,37.1,AVOID,False,2.0,0.0,2.1979,LOSS,3,-0.0,S,S,N,L,SSNL,2.1081
XLV,etf,Healthcare,2026-04-06,SHORT,-0.2129,trending,1.68,-0.3968,21.0,AVOID,False,2.0,0.0,2.1273,OPEN,20,0.0,N,N,N,S,NNNS,1.1553
XLV,etf,Healthcare,2026-04-13,SHORT,-0.1707,neutral,2.08,-0.408,17.7,AVOID,False,1.5,0.0,2.184,OPEN,20,0.0,N,N,N,S,NNNS,-0.3717
XLV,etf,Healthcare,2026-04-20,SHORT,-0.1707,ranging,2.18,-0.4563,12.9,AVOID,False,1.6666666666666667,0.0,2.1677,WIN,7,0.0,S,N,S,S,SNSS,-2.6862
XLV,etf,Healthcare,2026-04-27,SHORT,-0.2703,ranging,2.01,-0.3771,25.8,AVOID,False,1.6666666666666667,0.0,2.1306,LOSS,12,-0.0,S,N,S,L,SNSL,0.8853
XLV,etf,Healthcare,2026-05-04,SHORT,-0.4933,ranging,2.5,-0.5531,19.4,AVOID,False,1.6666666666666667,0.0,2.0346,LOSS,11,-0.0,S,N,S,N,SNSN,-1.1677
QQQ,index,Technology,2024-12-20,LONG,0.4861,neutral,1.99,-0.4044,33.9,BULLISH_SETUP,True,1.5,1.0,7.8538,LOSS,13,-1.0,L,L,N,L,LLNL,-0.4278
